district,tehsil,locale,sex,age_group,total_pop,illiterate,literate_total,literate_formal,literate_non_or_informal,literacy_ratio
TORGHAR DISTRICT,KHANDER TEHSIL,Rural,Transgender,45  --  49,1,,1,,1,100
TORGHAR DISTRICT,KHANDER TEHSIL,Rural,Transgender,50  --  54,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Rural,Transgender,55  --  59,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Rural,Transgender,60  --  64,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Rural,Transgender,65  --  69,1,1,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Rural,Transgender,70  --  74,2,2,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Rural,Transgender,75 AND ABOVE,1,1,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,10  --  14,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,15  --  19,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,20  --  24,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,25  --  29,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,30  --  34,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,35  --  39,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,40  --  44,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,45  --  49,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,50  --  54,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,55  --  59,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,60  --  64,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,65  --  69,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,70  --  74,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Male,75 AND ABOVE,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,10  --  14,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,15  --  19,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,20  --  24,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,25  --  29,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,30  --  34,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,35  --  39,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,40  --  44,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,45  --  49,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,50  --  54,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,55  --  59,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,60  --  64,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,65  --  69,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,70  --  74,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Female,75 AND ABOVE,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,10  --  14,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,15  --  19,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,20  --  24,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,25  --  29,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,30  --  34,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,35  --  39,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,40  --  44,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,45  --  49,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,50  --  54,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,55  --  59,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,60  --  64,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,65  --  69,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,70  --  74,,,,,,
TORGHAR DISTRICT,KHANDER TEHSIL,Urban,Transgender,75 AND ABOVE,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,10  --  14,15533,2635,12898,12815,83,83.04000000000001
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,15  --  19,13154,1715,11439,11377,62,86.95999999999999
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,20  --  24,8781,1648,7133,7007,126,81.23
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,25  --  29,7081,1751,5330,5202,128,75.27
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,30  --  34,5416,1571,3845,3758,87,70.98999999999999
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,35  --  39,3946,1247,2699,2629,70,68.40000000000001
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,40  --  44,2980,1225,1755,1699,56,58.89
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,45  --  49,2384,1141,1243,1173,70,52.14
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,50  --  54,2348,1347,1001,935,66,42.63
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,55  --  59,1890,1172,718,655,63,37.99
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,60  --  64,2085,1352,733,642,91,35.16
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,65  --  69,1582,1037,545,491,54,34.45
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,70  --  74,1094,747,347,305,42,31.72
HANGU DISTRICT,HANGU TEHSIL,Rural,Male,75 AND ABOVE,1225,866,359,318,41,29.31
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,10  --  14,14478,8168,6310,6078,232,43.58
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,15  --  19,13061,8410,4651,4405,246,35.61
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,20  --  24,10730,7991,2739,2447,292,25.53
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,25  --  29,10252,8090,2162,1819,343,21.09
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,30  --  34,7572,6175,1397,1128,269,18.45
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,35  --  39,5505,4744,761,592,169,13.82
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,40  --  44,4484,4039,445,301,144,9.92
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,45  --  49,3585,3315,270,146,124,7.53
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,50  --  54,3289,3088,201,99,102,6.11
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,55  --  59,2621,2459,162,73,89,6.18
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,60  --  64,2333,2203,130,45,85,5.57
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,65  --  69,1500,1424,76,35,41,5.07
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,70  --  74,935,893,42,16,26,4.49
HANGU DISTRICT,HANGU TEHSIL,Rural,Female,75 AND ABOVE,1397,1305,92,37,55,6.59
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,10  --  14,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,15  --  19,5,3,2,2,,40
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,20  --  24,3,,3,3,,100
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,25  --  29,5,3,2,2,,40
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,30  --  34,1,,1,1,,100
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,35  --  39,1,1,,,,
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,40  --  44,1,1,,,,
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,45  --  49,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,50  --  54,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,55  --  59,2,2,,,,
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,60  --  64,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,65  --  69,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,70  --  74,1,1,,,,
HANGU DISTRICT,HANGU TEHSIL,Rural,Transgender,75 AND ABOVE,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,10  --  14,3206,294,2912,2909,3,90.83
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,15  --  19,2610,253,2357,2351,6,90.31
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,20  --  24,1878,239,1639,1637,2,87.27
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,25  --  29,1764,335,1429,1421,8,81.01000000000001
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,30  --  34,1511,307,1204,1194,10,79.68000000000001
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,35  --  39,1132,269,863,861,2,76.23999999999999
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,40  --  44,938,267,671,664,7,71.54000000000001
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,45  --  49,665,229,436,434,2,65.56
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,50  --  54,681,298,383,374,9,56.24
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,55  --  59,524,227,297,295,2,56.68
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,60  --  64,505,236,269,265,4,53.27
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,65  --  69,387,188,199,195,4,51.42
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,70  --  74,233,115,118,116,2,50.64
HANGU DISTRICT,HANGU TEHSIL,Urban,Male,75 AND ABOVE,286,180,106,104,2,37.06
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,10  --  14,2959,659,2300,2290,10,77.73
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,15  --  19,2843,946,1897,1883,14,66.73
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,20  --  24,2309,1131,1178,1164,14,51.02
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,25  --  29,2232,1210,1022,1007,15,45.79
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,30  --  34,1780,1065,715,706,9,40.17
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,35  --  39,1302,834,468,460,8,35.94
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,40  --  44,1086,799,287,279,8,26.43
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,45  --  49,807,660,147,143,4,18.22
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,50  --  54,751,610,141,135,6,18.77
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,55  --  59,599,484,115,109,6,19.2
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,60  --  64,531,450,81,74,7,15.25
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,65  --  69,299,262,37,36,1,12.37
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,70  --  74,212,188,24,23,1,11.32
HANGU DISTRICT,HANGU TEHSIL,Urban,Female,75 AND ABOVE,298,275,23,23,,7.72
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,10  --  14,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,15  --  19,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,20  --  24,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,25  --  29,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,30  --  34,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,35  --  39,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,40  --  44,1,1,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,45  --  49,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,50  --  54,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,55  --  59,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,60  --  64,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,65  --  69,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,70  --  74,,,,,,
HANGU DISTRICT,HANGU TEHSIL,Urban,Transgender,75 AND ABOVE,1,1,,,,
HANGU DISTRICT,TALL TEHSIL,Rural,Male,10  --  14,14156,3733,10423,10398,25,73.63
HANGU DISTRICT,TALL TEHSIL,Rural,Male,15  --  19,11124,2170,8954,8922,32,80.48999999999999
HANGU DISTRICT,TALL TEHSIL,Rural,Male,20  --  24,7375,2193,5182,5115,67,70.26000000000001
HANGU DISTRICT,TALL TEHSIL,Rural,Male,25  --  29,5998,2454,3544,3482,62,59.09
HANGU DISTRICT,TALL TEHSIL,Rural,Male,30  --  34,4413,1975,2438,2395,43,55.25
HANGU DISTRICT,TALL TEHSIL,Rural,Male,35  --  39,3424,1626,1798,1766,32,52.51
HANGU DISTRICT,TALL TEHSIL,Rural,Male,40  --  44,2537,1360,1177,1150,27,46.39
HANGU DISTRICT,TALL TEHSIL,Rural,Male,45  --  49,1888,1193,695,664,31,36.81
HANGU DISTRICT,TALL TEHSIL,Rural,Male,50  --  54,1732,1218,514,492,22,29.68
HANGU DISTRICT,TALL TEHSIL,Rural,Male,55  --  59,1365,987,378,352,26,27.69
HANGU DISTRICT,TALL TEHSIL,Rural,Male,60  --  64,1600,1180,420,371,49,26.25
HANGU DISTRICT,TALL TEHSIL,Rural,Male,65  --  69,1257,969,288,257,31,22.91
HANGU DISTRICT,TALL TEHSIL,Rural,Male,70  --  74,932,767,165,147,18,17.7
HANGU DISTRICT,TALL TEHSIL,Rural,Male,75 AND ABOVE,979,790,189,162,27,19.31
HANGU DISTRICT,TALL TEHSIL,Rural,Female,10  --  14,12917,9369,3548,3454,94,27.47
HANGU DISTRICT,TALL TEHSIL,Rural,Female,15  --  19,11201,8896,2305,2185,120,20.58
HANGU DISTRICT,TALL TEHSIL,Rural,Female,20  --  24,9387,8159,1228,1056,172,13.08
HANGU DISTRICT,TALL TEHSIL,Rural,Female,25  --  29,8810,8017,793,633,160,9
HANGU DISTRICT,TALL TEHSIL,Rural,Female,30  --  34,6718,6257,461,336,125,6.86
HANGU DISTRICT,TALL TEHSIL,Rural,Female,35  --  39,4905,4614,291,212,79,5.93
HANGU DISTRICT,TALL TEHSIL,Rural,Female,40  --  44,3869,3672,197,115,82,5.09
HANGU DISTRICT,TALL TEHSIL,Rural,Female,45  --  49,2958,2833,125,71,54,4.23
HANGU DISTRICT,TALL TEHSIL,Rural,Female,50  --  54,2544,2440,104,60,44,4.09
HANGU DISTRICT,TALL TEHSIL,Rural,Female,55  --  59,2014,1923,91,58,33,4.52
HANGU DISTRICT,TALL TEHSIL,Rural,Female,60  --  64,2006,1923,83,41,42,4.14
HANGU DISTRICT,TALL TEHSIL,Rural,Female,65  --  69,1288,1243,45,18,27,3.49
HANGU DISTRICT,TALL TEHSIL,Rural,Female,70  --  74,859,824,35,17,18,4.07
HANGU DISTRICT,TALL TEHSIL,Rural,Female,75 AND ABOVE,1135,1074,61,28,33,5.37
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,10  --  14,,,,,,
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,15  --  19,2,,2,2,,100
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,20  --  24,2,2,,,,
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,25  --  29,2,2,,,,
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,30  --  34,,,,,,
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,35  --  39,,,,,,
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,40  --  44,1,1,,,,
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,45  --  49,1,,1,,1,100
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,50  --  54,,,,,,
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,55  --  59,,,,,,
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,60  --  64,1,,1,1,,100
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,65  --  69,,,,,,
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,70  --  74,1,1,,,,
HANGU DISTRICT,TALL TEHSIL,Rural,Transgender,75 AND ABOVE,,,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Male,10  --  14,3861,903,2958,2955,3,76.61
HANGU DISTRICT,TALL TEHSIL,Urban,Male,15  --  19,3072,659,2413,2408,5,78.55
HANGU DISTRICT,TALL TEHSIL,Urban,Male,20  --  24,2226,647,1579,1566,13,70.93000000000001
HANGU DISTRICT,TALL TEHSIL,Urban,Male,25  --  29,1963,702,1261,1249,12,64.23999999999999
HANGU DISTRICT,TALL TEHSIL,Urban,Male,30  --  34,1510,620,890,883,7,58.94
HANGU DISTRICT,TALL TEHSIL,Urban,Male,35  --  39,1189,455,734,730,4,61.73
HANGU DISTRICT,TALL TEHSIL,Urban,Male,40  --  44,927,414,513,505,8,55.34
HANGU DISTRICT,TALL TEHSIL,Urban,Male,45  --  49,712,362,350,345,5,49.16
HANGU DISTRICT,TALL TEHSIL,Urban,Male,50  --  54,675,358,317,310,7,46.96
HANGU DISTRICT,TALL TEHSIL,Urban,Male,55  --  59,456,249,207,202,5,45.39
HANGU DISTRICT,TALL TEHSIL,Urban,Male,60  --  64,514,309,205,199,6,39.88
HANGU DISTRICT,TALL TEHSIL,Urban,Male,65  --  69,343,222,121,119,2,35.28
HANGU DISTRICT,TALL TEHSIL,Urban,Male,70  --  74,248,181,67,63,4,27.02
HANGU DISTRICT,TALL TEHSIL,Urban,Male,75 AND ABOVE,262,194,68,65,3,25.95
HANGU DISTRICT,TALL TEHSIL,Urban,Female,10  --  14,3540,1715,1825,1820,5,51.55
HANGU DISTRICT,TALL TEHSIL,Urban,Female,15  --  19,2997,1678,1319,1314,5,44.01
HANGU DISTRICT,TALL TEHSIL,Urban,Female,20  --  24,2436,1679,757,743,14,31.08
HANGU DISTRICT,TALL TEHSIL,Urban,Female,25  --  29,2355,1808,547,533,14,23.23
HANGU DISTRICT,TALL TEHSIL,Urban,Female,30  --  34,1843,1476,367,349,18,19.91
HANGU DISTRICT,TALL TEHSIL,Urban,Female,35  --  39,1356,1117,239,231,8,17.63
HANGU DISTRICT,TALL TEHSIL,Urban,Female,40  --  44,1097,978,119,111,8,10.85
HANGU DISTRICT,TALL TEHSIL,Urban,Female,45  --  49,839,748,91,83,8,10.85
HANGU DISTRICT,TALL TEHSIL,Urban,Female,50  --  54,773,708,65,62,3,8.41
HANGU DISTRICT,TALL TEHSIL,Urban,Female,55  --  59,531,498,33,23,10,6.21
HANGU DISTRICT,TALL TEHSIL,Urban,Female,60  --  64,496,476,20,14,6,4.03
HANGU DISTRICT,TALL TEHSIL,Urban,Female,65  --  69,306,294,12,11,1,3.92
HANGU DISTRICT,TALL TEHSIL,Urban,Female,70  --  74,214,203,11,10,1,5.14
HANGU DISTRICT,TALL TEHSIL,Urban,Female,75 AND ABOVE,287,277,10,7,3,3.48
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,10  --  14,,,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,15  --  19,1,1,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,20  --  24,1,1,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,25  --  29,1,,1,1,,100
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,30  --  34,,,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,35  --  39,1,1,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,40  --  44,,,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,45  --  49,,,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,50  --  54,,,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,55  --  59,,,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,60  --  64,,,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,65  --  69,,,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,70  --  74,,,,,,
HANGU DISTRICT,TALL TEHSIL,Urban,Transgender,75 AND ABOVE,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,10  --  14,10336,1140,9196,9163,33,88.97
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,15  --  19,9040,784,8256,8229,27,91.33
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,20  --  24,6386,753,5633,5594,39,88.20999999999999
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,25  --  29,4722,786,3936,3893,43,83.34999999999999
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,30  --  34,3773,691,3082,3048,34,81.69
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,35  --  39,3205,682,2523,2485,38,78.72
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,40  --  44,2709,788,1921,1888,33,70.91
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,45  --  49,2255,872,1383,1353,30,61.33
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,50  --  54,2134,924,1210,1176,34,56.7
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,55  --  59,1692,751,941,909,32,55.61
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,60  --  64,1542,782,760,722,38,49.29
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,65  --  69,1173,692,481,451,30,41.01
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,70  --  74,880,532,348,327,21,39.55
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Male,75 AND ABOVE,1071,741,330,297,33,30.81
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,10  --  14,9272,4026,5246,5186,60,56.58
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,15  --  19,8851,4635,4216,4112,104,47.63
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,20  --  24,7658,4755,2903,2786,117,37.91
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,25  --  29,6864,4737,2127,1991,136,30.99
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,30  --  34,5333,3900,1433,1329,104,26.87
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,35  --  39,4114,3332,782,691,91,19.01
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,40  --  44,3506,3008,498,406,92,14.2
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,45  --  49,2825,2532,293,210,83,10.37
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,50  --  54,2464,2251,213,153,60,8.640000000000001
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,55  --  59,1799,1670,129,73,56,7.17
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,60  --  64,1606,1477,129,78,51,8.029999999999999
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,65  --  69,1098,1040,58,29,29,5.28
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,70  --  74,797,763,34,17,17,4.27
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Female,75 AND ABOVE,1038,985,53,29,24,5.11
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,10  --  14,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,15  --  19,3,1,2,2,,66.67
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,20  --  24,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,25  --  29,1,1,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,30  --  34,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,35  --  39,2,1,1,1,,50
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,40  --  44,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,45  --  49,1,1,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,50  --  54,2,2,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,55  --  59,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,60  --  64,2,1,1,,1,50
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,65  --  69,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,70  --  74,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Rural,Transgender,75 AND ABOVE,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,10  --  14,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,15  --  19,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,20  --  24,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,25  --  29,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,30  --  34,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,35  --  39,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,40  --  44,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,45  --  49,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,50  --  54,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,55  --  59,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,60  --  64,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,65  --  69,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,70  --  74,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Male,75 AND ABOVE,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Female,10  --  14,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Female,15  --  19,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Female,20  --  24,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Female,25  --  29,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Female,30  --  34,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Female,35  --  39,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Female,40  --  44,,,,,,
KARAK DISTRICT,BANDA DAUD SHAH TEHSIL,Urban,Female,45  --  49,,,,,,
