district,localities,head,water_type,source,owned,rented,rentfree,total,pct
DERA BUGTI DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,516,25,872,1413,3.1
DERA BUGTI DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,1098,4,176,1278,2.8
DERA BUGTI DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,1643,3,112,1758,3.85
DERA BUGTI DISTRICT,All,Source Of Drinking Water,Inside,Others,9442,75,575,10092,22.12
DERA BUGTI DISTRICT,All,Source Of Drinking Water,Outside,Tap,1801,30,70,1901,4.17
DERA BUGTI DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,37,2,58,97,.21
DERA BUGTI DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,1039,9,73,1121,2.46
DERA BUGTI DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,1744,2,147,1893,4.15
DERA BUGTI DISTRICT,All,Source Of Drinking Water,Outside,Spring,2163,5,91,2259,4.95
DERA BUGTI DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,5758,25,460,6243,13.68
DERA BUGTI DISTRICT,All,Source Of Drinking Water,Outside,Others,5697,45,194,5936,13.01
DERA BUGTI DISTRICT,All,Cooking Fuel Used,,Wood,27746,195,2963,30904,67.72
DERA BUGTI DISTRICT,All,Cooking Fuel Used,,Gas,10611,603,873,12087,26.49
DERA BUGTI DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,376,3,34,413,.91
DERA BUGTI DISTRICT,All,Cooking Fuel Used,,Others,2111,28,91,2230,4.89
DERA BUGTI DISTRICT,All,Source Of Lighting,,Electricity,13787,654,1328,15769,34.56
DERA BUGTI DISTRICT,All,Source Of Lighting,,Kerosene Oil,10082,76,1368,11526,25.26
DERA BUGTI DISTRICT,All,Source Of Lighting,,Gas Lamp,1366,15,63,1444,3.16
DERA BUGTI DISTRICT,All,Source Of Lighting,,ÓThers,15609,84,1202,16895,37.02
DERA BUGTI DISTRICT,All,Source Of Lighting,,Total,40844,829,3961,45634,100
DERA BUGTI DISTRICT,All,Source Of Lighting,,Percent,89.5,1.82,8.68,100,
DERA BUGTI DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,1384,9,225,1618,5.14
DERA BUGTI DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,315,6,831,1152,3.66
DERA BUGTI DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,972,3,81,1056,3.36
DERA BUGTI DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,1528,1,107,1636,5.2
DERA BUGTI DISTRICT,Rural,Source Of Drinking Water,Inside,Others,8747,33,500,9280,29.49
DERA BUGTI DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,723,2,24,749,2.38
DERA BUGTI DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,26,2,2,30,.1
DERA BUGTI DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,698,9,33,740,2.35
DERA BUGTI DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,1743,2,123,1868,5.94
DERA BUGTI DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,2159,5,90,2254,7.16
DERA BUGTI DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,5754,25,460,6239,19.82
DERA BUGTI DISTRICT,Rural,Source Of Drinking Water,Outside,Others,4681,13,156,4850,15.41
DERA BUGTI DISTRICT,Rural,Cooking Fuel Used,,Wood,24067,78,2408,26553,84.37
DERA BUGTI DISTRICT,Rural,Cooking Fuel Used,,Gas,2332,24,139,2495,7.93
DERA BUGTI DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,352,2,32,386,1.23
DERA BUGTI DISTRICT,Rural,Cooking Fuel Used,,Others,1979,6,53,2038,6.48
DERA BUGTI DISTRICT,Rural,Source Of Lighting,,Electricity,2279,7,139,2425,7.71
DERA BUGTI DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,9880,43,1302,11225,35.67
DERA BUGTI DISTRICT,Rural,Source Of Lighting,,Gas Lamp,1331,14,63,1408,4.47
DERA BUGTI DISTRICT,Rural,Source Of Lighting,,ÓThers,15240,46,1128,16414,52.15
DERA BUGTI DISTRICT,Rural,Source Of Lighting,,Total,28730,110,2632,31472,100
DERA BUGTI DISTRICT,Rural,Source Of Lighting,,Percent,91.29000000000001,.35,8.359999999999999,100,
DERA BUGTI DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,8522,595,908,10025,70.79000000000001
DERA BUGTI DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,201,19,41,261,1.84
DERA BUGTI DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,126,1,95,222,1.57
DERA BUGTI DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,115,2,5,122,.86
DERA BUGTI DISTRICT,Urban,Source Of Drinking Water,Inside,Others,695,42,75,812,5.73
DERA BUGTI DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,1078,28,46,1152,8.130000000000001
DERA BUGTI DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,11,,56,67,.47
DERA BUGTI DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,341,,40,381,2.69
DERA BUGTI DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,1,,24,25,.18
DERA BUGTI DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,4,,1,5,.04
DERA BUGTI DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,4,,,4,.03
DERA BUGTI DISTRICT,Urban,Source Of Drinking Water,Outside,Others,1016,32,38,1086,7.67
DERA BUGTI DISTRICT,Urban,Cooking Fuel Used,,Wood,3679,117,555,4351,30.72
DERA BUGTI DISTRICT,Urban,Cooking Fuel Used,,Gas,8279,579,734,9592,67.73
DERA BUGTI DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,24,1,2,27,.19
DERA BUGTI DISTRICT,Urban,Cooking Fuel Used,,Others,132,22,38,192,1.36
DERA BUGTI DISTRICT,Urban,Source Of Lighting,,Electricity,11508,647,1189,13344,94.22
DERA BUGTI DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,202,33,66,301,2.13
DERA BUGTI DISTRICT,Urban,Source Of Lighting,,Gas Lamp,35,1,,36,.25
DERA BUGTI DISTRICT,Urban,Source Of Lighting,,ÓThers,369,38,74,481,3.4
DERA BUGTI DISTRICT,Urban,Source Of Lighting,,Total,12114,719,1329,14162,100
DERA BUGTI DISTRICT,Urban,Source Of Lighting,,Percent,85.54000000000001,5.08,9.380000000000001,100,
DERA GHAZI KHAN DISTRICT,All,Source Of Drinking Water,Inside,Tap,122677,5187,2956,130820,38.57
DERA GHAZI KHAN DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,112255,6360,3615,122230,36.03
DERA GHAZI KHAN DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,1122,25,30,1177,.35
DERA GHAZI KHAN DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,1413,34,31,1478,.44
DERA GHAZI KHAN DISTRICT,All,Source Of Drinking Water,Inside,Others,13902,663,805,15370,4.53
DERA GHAZI KHAN DISTRICT,All,Source Of Drinking Water,Outside,Tap,11161,370,373,11904,3.51
DERA GHAZI KHAN DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,12190,1386,582,14158,4.17
DERA GHAZI KHAN DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,728,3,69,800,.24
DERA GHAZI KHAN DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,2240,6,35,2281,.67
DERA GHAZI KHAN DISTRICT,All,Source Of Drinking Water,Outside,Spring,7381,27,47,7455,2.2
DERA GHAZI KHAN DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,10930,39,373,11342,3.34
DERA GHAZI KHAN DISTRICT,All,Source Of Drinking Water,Outside,Others,17508,2063,616,20187,5.95
DERA GHAZI KHAN DISTRICT,All,Cooking Fuel Used,,Wood,270085,6862,7465,284412,83.84999999999999
DERA GHAZI KHAN DISTRICT,All,Cooking Fuel Used,,Gas,39468,8325,1607,49400,14.56
DERA GHAZI KHAN DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,534,29,25,588,.17
DERA GHAZI KHAN DISTRICT,All,Cooking Fuel Used,,Others,3420,947,435,4802,1.42
DERA GHAZI KHAN DISTRICT,All,Source Of Lighting,,Electricity,242252,14977,5115,262344,77.34
DERA GHAZI KHAN DISTRICT,All,Source Of Lighting,,Kerosene Oil,28888,360,1848,31096,9.17
DERA GHAZI KHAN DISTRICT,All,Source Of Lighting,,Gas Lamp,661,26,25,712,.21
DERA GHAZI KHAN DISTRICT,All,Source Of Lighting,,ÓThers,41706,800,2544,45050,13.28
DERA GHAZI KHAN DISTRICT,All,Source Of Lighting,,Total,313507,16163,9532,339202,100
DERA GHAZI KHAN DISTRICT,All,Source Of Lighting,,Percent,92.42,4.77,2.81,100,
DERA GHAZI KHAN DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,107167,1397,2411,110975,41.51
DERA GHAZI KHAN DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,85191,951,2711,88853,33.23
DERA GHAZI KHAN DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,1061,10,23,1094,.41
DERA GHAZI KHAN DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,1347,19,24,1390,.52
DERA GHAZI KHAN DISTRICT,Rural,Source Of Drinking Water,Inside,Others,12331,202,578,13111,4.9
DERA GHAZI KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,9641,93,284,10018,3.75
DERA GHAZI KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,7310,321,254,7885,2.95
DERA GHAZI KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,718,1,68,787,.29
DERA GHAZI KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,2227,4,35,2266,.85
DERA GHAZI KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,7373,27,47,7447,2.79
DERA GHAZI KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,10910,39,364,11313,4.23
DERA GHAZI KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Others,11498,364,365,12227,4.57
DERA GHAZI KHAN DISTRICT,Rural,Cooking Fuel Used,,Wood,248222,2345,6432,256999,96.12
DERA GHAZI KHAN DISTRICT,Rural,Cooking Fuel Used,,Gas,6531,975,499,8005,2.99
DERA GHAZI KHAN DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,460,6,14,480,.18
DERA GHAZI KHAN DISTRICT,Rural,Cooking Fuel Used,,Others,1561,102,219,1882,.7
DERA GHAZI KHAN DISTRICT,Rural,Source Of Lighting,,Electricity,186740,2635,3158,192533,72.01000000000001
DERA GHAZI KHAN DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,28397,253,1725,30375,11.36
DERA GHAZI KHAN DISTRICT,Rural,Source Of Lighting,,Gas Lamp,637,18,19,674,.25
DERA GHAZI KHAN DISTRICT,Rural,Source Of Lighting,,ÓThers,41000,522,2262,43784,16.38
DERA GHAZI KHAN DISTRICT,Rural,Source Of Lighting,,Total,256774,3428,7164,267366,100
DERA GHAZI KHAN DISTRICT,Rural,Source Of Lighting,,Percent,96.04000000000001,1.28,2.68,100,
DERA GHAZI KHAN DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,15510,3790,545,19845,27.63
DERA GHAZI KHAN DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,27064,5409,904,33377,46.46
DERA GHAZI KHAN DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,61,15,7,83,.12
DERA GHAZI KHAN DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,66,15,7,88,.12
DERA GHAZI KHAN DISTRICT,Urban,Source Of Drinking Water,Inside,Others,1571,461,227,2259,3.14
DERA GHAZI KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,1520,277,89,1886,2.63
DERA GHAZI KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,4880,1065,328,6273,8.73
DERA GHAZI KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,10,2,1,13,.02
DERA GHAZI KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,13,2,,15,.02
DERA GHAZI KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,8,,,8,.01
DERA GHAZI KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,20,,9,29,.04
DERA GHAZI KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Others,6010,1699,251,7960,11.08
DERA GHAZI KHAN DISTRICT,Urban,Cooking Fuel Used,,Wood,21863,4517,1033,27413,38.16
DERA GHAZI KHAN DISTRICT,Urban,Cooking Fuel Used,,Gas,32937,7350,1108,41395,57.62
DERA GHAZI KHAN DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,74,23,11,108,.15
DERA GHAZI KHAN DISTRICT,Urban,Cooking Fuel Used,,Others,1859,845,216,2920,4.06
DERA GHAZI KHAN DISTRICT,Urban,Source Of Lighting,,Electricity,55512,12342,1957,69811,97.18000000000001
DERA GHAZI KHAN DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,491,107,123,721,1
DERA GHAZI KHAN DISTRICT,Urban,Source Of Lighting,,Gas Lamp,24,8,6,38,.05
DERA GHAZI KHAN DISTRICT,Urban,Source Of Lighting,,ÓThers,706,278,282,1266,1.76
DERA GHAZI KHAN DISTRICT,Urban,Source Of Lighting,,Total,56733,12735,2368,71836,100
DERA GHAZI KHAN DISTRICT,Urban,Source Of Lighting,,Percent,78.98,17.73,3.3,100,
DERA ISMAIL KHAN DISTRICT,All,Source Of Drinking Water,Inside,Tap,39827,3217,1414,44458,22.46
DERA ISMAIL KHAN DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,86392,8902,3472,98766,49.91
DERA ISMAIL KHAN DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,2273,33,56,2362,1.19
DERA ISMAIL KHAN DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,1671,26,55,1752,.89
DERA ISMAIL KHAN DISTRICT,All,Source Of Drinking Water,Inside,Others,7709,508,713,8930,4.51
DERA ISMAIL KHAN DISTRICT,All,Source Of Drinking Water,Outside,Tap,5337,487,340,6164,3.11
DERA ISMAIL KHAN DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,4382,450,464,5296,2.68
DERA ISMAIL KHAN DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,1240,8,39,1287,.65
DERA ISMAIL KHAN DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,1682,5,24,1711,.86
DERA ISMAIL KHAN DISTRICT,All,Source Of Drinking Water,Outside,Spring,346,2,9,357,.18
DERA ISMAIL KHAN DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,19850,503,1453,21806,11.02
DERA ISMAIL KHAN DISTRICT,All,Source Of Drinking Water,Outside,Others,4591,180,243,5014,2.53
DERA ISMAIL KHAN DISTRICT,All,Cooking Fuel Used,,Wood,158343,10373,7215,175931,88.90000000000001
DERA ISMAIL KHAN DISTRICT,All,Cooking Fuel Used,,Gas,14316,3258,524,18098,9.140000000000001
DERA ISMAIL KHAN DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,76,11,12,99,.05
DERA ISMAIL KHAN DISTRICT,All,Cooking Fuel Used,,Others,2565,679,531,3775,1.91
DERA ISMAIL KHAN DISTRICT,All,Source Of Lighting,,Electricity,160609,13781,5352,179742,90.81999999999999
DERA ISMAIL KHAN DISTRICT,All,Source Of Lighting,,Kerosene Oil,2161,64,339,2564,1.3
DERA ISMAIL KHAN DISTRICT,All,Source Of Lighting,,Gas Lamp,167,5,50,222,.11
DERA ISMAIL KHAN DISTRICT,All,Source Of Lighting,,ÓThers,12363,471,2541,15375,7.77
DERA ISMAIL KHAN DISTRICT,All,Source Of Lighting,,Total,175300,14321,8282,197903,100
DERA ISMAIL KHAN DISTRICT,All,Source Of Lighting,,Percent,88.58,7.24,4.18,100,
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,32570,2128,1213,35911,24.26
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,57647,4108,2440,64195,43.37
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,2092,10,44,2146,1.45
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,1528,13,46,1587,1.07
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Drinking Water,Inside,Others,7025,348,612,7985,5.4
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,4120,87,245,4452,3.01
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,3998,77,421,4496,3.04
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,1208,1,38,1247,.84
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,1680,3,24,1707,1.15
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,344,2,9,355,.24
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,18149,248,1365,19762,13.35
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Drinking Water,Outside,Others,3850,93,221,4164,2.81
DERA ISMAIL KHAN DISTRICT,Rural,Cooking Fuel Used,,Wood,130817,6632,6233,143682,97.08
DERA ISMAIL KHAN DISTRICT,Rural,Cooking Fuel Used,,Gas,1301,207,61,1569,1.06
DERA ISMAIL KHAN DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,63,6,12,81,.05
DERA ISMAIL KHAN DISTRICT,Rural,Cooking Fuel Used,,Others,2030,273,372,2675,1.81
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Lighting,,Electricity,120056,6655,3975,130686,88.3
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,2021,43,319,2383,1.61
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Lighting,,Gas Lamp,157,3,42,202,.14
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Lighting,,ÓThers,11977,417,2342,14736,9.960000000000001
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Lighting,,Total,134211,7118,6678,148007,100
DERA ISMAIL KHAN DISTRICT,Rural,Source Of Lighting,,Percent,90.68000000000001,4.81,4.51,100,
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,7257,1089,201,8547,17.13
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Drinking Water,Inside,Electric/Hand Pump,28745,4794,1032,34571,69.29000000000001
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Drinking Water,Inside,Protected Well,181,23,12,216,.43
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Drinking Water,Inside,Un-Protected Well,143,13,9,165,.33
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Drinking Water,Inside,Others,684,160,101,945,1.89
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Tap,1217,400,95,1712,3.43
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Electric / Hand Pump,384,373,43,800,1.6
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Protected Well,32,7,1,40,.08
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Un-Protected Well,2,2,,4,.01
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Spring,2,,,2,0
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Canal / River / Pond,1701,255,88,2044,4.1
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Drinking Water,Outside,Others,741,87,22,850,1.7
DERA ISMAIL KHAN DISTRICT,Urban,Cooking Fuel Used,,Wood,27526,3741,982,32249,64.63
DERA ISMAIL KHAN DISTRICT,Urban,Cooking Fuel Used,,Gas,13015,3051,463,16529,33.13
DERA ISMAIL KHAN DISTRICT,Urban,Cooking Fuel Used,,Kerosene Oil,13,5,,18,.04
DERA ISMAIL KHAN DISTRICT,Urban,Cooking Fuel Used,,Others,535,406,159,1100,2.2
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Lighting,,Electricity,40553,7126,1377,49056,98.31999999999999
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Lighting,,Kerosene Oil,140,21,20,181,.36
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Lighting,,Gas Lamp,10,2,8,20,.04
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Lighting,,ÓThers,386,54,199,639,1.28
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Lighting,,Total,41089,7203,1604,49896,100
DERA ISMAIL KHAN DISTRICT,Urban,Source Of Lighting,,Percent,82.34999999999999,14.44,3.21,100,
FAISALABAD DISTRICT,All,Source Of Drinking Water,Inside,Tap,136540,20336,9425,166301,13.74
FAISALABAD DISTRICT,All,Source Of Drinking Water,Inside,Electric/Hand Pump,554195,74190,25959,654344,54.08
FAISALABAD DISTRICT,All,Source Of Drinking Water,Inside,Protected Well,945,172,59,1176,.1
FAISALABAD DISTRICT,All,Source Of Drinking Water,Inside,Un-Protected Well,1415,275,115,1805,.15
FAISALABAD DISTRICT,All,Source Of Drinking Water,Inside,Others,39723,8947,3976,52646,4.35
FAISALABAD DISTRICT,All,Source Of Drinking Water,Outside,Tap,54416,6660,3485,64561,5.34
FAISALABAD DISTRICT,All,Source Of Drinking Water,Outside,Electric / Hand Pump,92548,12858,4677,110083,9.1
FAISALABAD DISTRICT,All,Source Of Drinking Water,Outside,Protected Well,220,41,26,287,.02
FAISALABAD DISTRICT,All,Source Of Drinking Water,Outside,Un-Protected Well,203,39,7,249,.02
FAISALABAD DISTRICT,All,Source Of Drinking Water,Outside,Spring,563,126,48,737,.06
FAISALABAD DISTRICT,All,Source Of Drinking Water,Outside,Canal / River / Pond,20597,3995,793,25385,2.1
FAISALABAD DISTRICT,All,Source Of Drinking Water,Outside,Others,101612,25285,5483,132380,10.94
FAISALABAD DISTRICT,All,Cooking Fuel Used,,Wood,459977,34120,28623,522720,43.2
FAISALABAD DISTRICT,All,Cooking Fuel Used,,Gas,515455,109805,21871,647131,53.48
FAISALABAD DISTRICT,All,Cooking Fuel Used,,Kerosene Oil,810,213,89,1112,.09
FAISALABAD DISTRICT,All,Cooking Fuel Used,,Others,26735,8786,3470,38991,3.22
FAISALABAD DISTRICT,All,Source Of Lighting,,Electricity,980616,150915,49607,1181138,97.62
FAISALABAD DISTRICT,All,Source Of Lighting,,Kerosene Oil,9212,820,1423,11455,.95
FAISALABAD DISTRICT,All,Source Of Lighting,,Gas Lamp,360,43,47,450,.04
FAISALABAD DISTRICT,All,Source Of Lighting,,ÓThers,12789,1146,2976,16911,1.4
FAISALABAD DISTRICT,All,Source Of Lighting,,Total,1002977,152924,54053,1209954,100
FAISALABAD DISTRICT,All,Source Of Lighting,,Percent,82.89,12.64,4.47,100,
FAISALABAD DISTRICT,Rural,Source Of Drinking Water,Inside,Tap,71214,3815,5934,80963,12.97
FAISALABAD DISTRICT,Rural,Source Of Drinking Water,Inside,Electric/Hand Pump,353958,20991,16317,391266,62.67
FAISALABAD DISTRICT,Rural,Source Of Drinking Water,Inside,Protected Well,474,33,34,541,.09
FAISALABAD DISTRICT,Rural,Source Of Drinking Water,Inside,Un-Protected Well,566,46,54,666,.11
FAISALABAD DISTRICT,Rural,Source Of Drinking Water,Inside,Others,14425,1046,1903,17374,2.78
FAISALABAD DISTRICT,Rural,Source Of Drinking Water,Outside,Tap,38249,2187,2067,42503,6.81
FAISALABAD DISTRICT,Rural,Source Of Drinking Water,Outside,Electric / Hand Pump,55630,2299,2822,60751,9.73
FAISALABAD DISTRICT,Rural,Source Of Drinking Water,Outside,Protected Well,102,6,21,129,.02
FAISALABAD DISTRICT,Rural,Source Of Drinking Water,Outside,Un-Protected Well,93,7,4,104,.02
FAISALABAD DISTRICT,Rural,Source Of Drinking Water,Outside,Spring,269,30,15,314,.05
FAISALABAD DISTRICT,Rural,Source Of Drinking Water,Outside,Canal / River / Pond,6776,372,244,7392,1.18
FAISALABAD DISTRICT,Rural,Source Of Drinking Water,Outside,Others,19418,1805,1059,22282,3.57
FAISALABAD DISTRICT,Rural,Cooking Fuel Used,,Wood,404482,18752,24322,447556,71.69
FAISALABAD DISTRICT,Rural,Cooking Fuel Used,,Gas,143290,12082,4404,159776,25.59
FAISALABAD DISTRICT,Rural,Cooking Fuel Used,,Kerosene Oil,387,31,36,454,.07
FAISALABAD DISTRICT,Rural,Cooking Fuel Used,,Others,13015,1772,1712,16499,2.64
FAISALABAD DISTRICT,Rural,Source Of Lighting,,Electricity,542576,31669,26925,601170,96.3
FAISALABAD DISTRICT,Rural,Source Of Lighting,,Kerosene Oil,7219,258,1219,8696,1.39
FAISALABAD DISTRICT,Rural,Source Of Lighting,,Gas Lamp,228,10,35,273,.04
FAISALABAD DISTRICT,Rural,Source Of Lighting,,ÓThers,11151,700,2295,14146,2.27
FAISALABAD DISTRICT,Rural,Source Of Lighting,,Total,561174,32637,30474,624285,100
FAISALABAD DISTRICT,Rural,Source Of Lighting,,Percent,89.89,5.23,4.88,100,
FAISALABAD DISTRICT,Urban,Source Of Drinking Water,Inside,Tap,65326,16521,3491,85338,14.57
