district,tehsil,locale,sex,total_pop,urdu,punjabi,sindhi,pushto,balochi,kashmiri,saraiki,hindko,brahvi,others
LODHRAN DISTRICT,LODHRAN TEHSIL,URBAN,TRANSGENDER,18,4,,,,,,14,,,
VEHARI DISTRICT,BUREWALA TEHSIL,OVERALL,ALL SEXES,1019659,19912,994604,116,1837,394,46,1317,61,21,1351
VEHARI DISTRICT,BUREWALA TEHSIL,OVERALL,MALE,513857,9939,501215,71,1007,211,22,682,33,10,667
VEHARI DISTRICT,BUREWALA TEHSIL,OVERALL,FEMALE,505690,9972,493278,45,830,183,24,635,28,11,684
VEHARI DISTRICT,BUREWALA TEHSIL,OVERALL,TRANSGENDER,112,1,111,,,,,,,,
VEHARI DISTRICT,BUREWALA TEHSIL,RURAL,ALL SEXES,787629,8193,775687,85,1360,28,41,967,39,10,1219
VEHARI DISTRICT,BUREWALA TEHSIL,RURAL,MALE,397316,4107,391264,53,731,18,22,495,22,7,597
VEHARI DISTRICT,BUREWALA TEHSIL,RURAL,FEMALE,390239,4086,384349,32,629,10,19,472,17,3,622
VEHARI DISTRICT,BUREWALA TEHSIL,RURAL,TRANSGENDER,74,,74,,,,,,,,
VEHARI DISTRICT,BUREWALA TEHSIL,URBAN,ALL SEXES,232030,11719,218917,31,477,366,5,350,22,11,132
VEHARI DISTRICT,BUREWALA TEHSIL,URBAN,MALE,116541,5832,109951,18,276,193,,187,11,3,70
VEHARI DISTRICT,BUREWALA TEHSIL,URBAN,FEMALE,115451,5886,108929,13,201,173,5,163,11,8,62
VEHARI DISTRICT,BUREWALA TEHSIL,URBAN,TRANSGENDER,38,1,37,,,,,,,,
VEHARI DISTRICT,MAILSI TEHSIL,OVERALL,ALL SEXES,953610,85170,310069,372,4019,253,126,541794,247,298,11262
VEHARI DISTRICT,MAILSI TEHSIL,OVERALL,MALE,479049,42923,154856,234,2091,149,72,272847,126,174,5577
VEHARI DISTRICT,MAILSI TEHSIL,OVERALL,FEMALE,474465,42239,155184,137,1928,104,54,268889,121,124,5685
VEHARI DISTRICT,MAILSI TEHSIL,OVERALL,TRANSGENDER,96,8,29,1,,,,58,,,
VEHARI DISTRICT,MAILSI TEHSIL,RURAL,ALL SEXES,825158,38192,290270,349,3547,182,125,480794,238,251,11210
VEHARI DISTRICT,MAILSI TEHSIL,RURAL,MALE,414628,19245,145000,220,1836,102,71,242345,119,144,5546
VEHARI DISTRICT,MAILSI TEHSIL,RURAL,FEMALE,410463,18946,145246,129,1711,80,54,238407,119,107,5664
VEHARI DISTRICT,MAILSI TEHSIL,RURAL,TRANSGENDER,67,1,24,,,,,42,,,
VEHARI DISTRICT,MAILSI TEHSIL,URBAN,ALL SEXES,128452,46978,19799,23,472,71,1,61000,9,47,52
VEHARI DISTRICT,MAILSI TEHSIL,URBAN,MALE,64421,23678,9856,14,255,47,1,30502,7,30,31
VEHARI DISTRICT,MAILSI TEHSIL,URBAN,FEMALE,64002,23293,9938,8,217,24,,30482,2,17,21
VEHARI DISTRICT,MAILSI TEHSIL,URBAN,TRANSGENDER,29,7,5,1,,,,16,,,
VEHARI DISTRICT,VEHARI DISTRICT,OVERALL,ALL SEXES,2902081,148714,2167715,590,8882,697,257,556619,819,368,17420
VEHARI DISTRICT,VEHARI DISTRICT,OVERALL,MALE,1463796,74976,1093299,365,4759,390,141,280539,428,209,8690
VEHARI DISTRICT,VEHARI DISTRICT,OVERALL,FEMALE,1437989,73721,1074199,224,4123,307,116,276020,391,159,8729
VEHARI DISTRICT,VEHARI DISTRICT,OVERALL,TRANSGENDER,296,17,217,1,,,,60,,,1
VEHARI DISTRICT,VEHARI DISTRICT,RURAL,ALL SEXES,2395952,74407,1803899,507,7614,248,221,491731,751,305,16269
VEHARI DISTRICT,VEHARI DISTRICT,RURAL,MALE,1209011,37674,910004,320,4020,145,125,248051,385,171,8116
VEHARI DISTRICT,VEHARI DISTRICT,RURAL,FEMALE,1186735,36725,893742,187,3594,103,96,243636,366,134,8152
VEHARI DISTRICT,VEHARI DISTRICT,RURAL,TRANSGENDER,206,8,153,,,,,44,,,1
VEHARI DISTRICT,VEHARI DISTRICT,URBAN,ALL SEXES,506129,74307,363816,83,1268,449,36,64888,68,63,1151
VEHARI DISTRICT,VEHARI DISTRICT,URBAN,MALE,254785,37302,183295,45,739,245,16,32488,43,38,574
VEHARI DISTRICT,VEHARI DISTRICT,URBAN,FEMALE,251254,36996,180457,37,529,204,20,32384,25,25,577
VEHARI DISTRICT,VEHARI DISTRICT,URBAN,TRANSGENDER,90,9,64,1,,,,16,,,
VEHARI DISTRICT,VEHARI TEHSIL,OVERALL,ALL SEXES,928812,43632,863042,102,3026,50,85,13508,511,49,4807
VEHARI DISTRICT,VEHARI TEHSIL,OVERALL,MALE,470890,22114,437228,60,1661,30,47,7010,269,25,2446
VEHARI DISTRICT,VEHARI TEHSIL,OVERALL,FEMALE,457834,21510,425737,42,1365,20,38,6496,242,24,2360
VEHARI DISTRICT,VEHARI TEHSIL,OVERALL,TRANSGENDER,88,8,77,,,,,2,,,1
VEHARI DISTRICT,VEHARI TEHSIL,RURAL,ALL SEXES,783165,28022,737942,73,2707,38,55,9970,474,44,3840
VEHARI DISTRICT,VEHARI TEHSIL,RURAL,MALE,397067,14322,373740,47,1453,25,32,5211,244,20,1973
VEHARI DISTRICT,VEHARI TEHSIL,RURAL,FEMALE,386033,13693,364147,26,1254,13,23,4757,230,24,1866
VEHARI DISTRICT,VEHARI TEHSIL,RURAL,TRANSGENDER,65,7,55,,,,,2,,,1
VEHARI DISTRICT,VEHARI TEHSIL,URBAN,ALL SEXES,145647,15610,125100,29,319,12,30,3538,37,5,967
VEHARI DISTRICT,VEHARI TEHSIL,URBAN,MALE,73823,7792,63488,13,208,5,15,1799,25,5,473
VEHARI DISTRICT,VEHARI TEHSIL,URBAN,FEMALE,71801,7817,61590,16,111,7,15,1739,12,,494
VEHARI DISTRICT,VEHARI TEHSIL,URBAN,TRANSGENDER,23,1,22,,,,,,,,
JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,OVERALL,ALL SEXES,159019,241,436,129047,38,13460,19,2464,116,12979,219
JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,OVERALL,MALE,80575,127,203,65455,20,6730,11,1242,52,6636,99
JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,OVERALL,FEMALE,78429,114,233,63578,18,6729,8,1222,64,6343,120
JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,OVERALL,TRANSGENDER,15,,,14,,1,,,,,
JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,RURAL,ALL SEXES,146400,218,391,117665,16,13237,18,2148,113,12377,217
JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,RURAL,MALE,74255,116,176,59774,7,6611,10,1070,50,6343,98
JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,RURAL,FEMALE,72130,102,215,57877,9,6625,8,1078,63,6034,119
JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,RURAL,TRANSGENDER,15,,,14,,1,,,,,
JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,URBAN,ALL SEXES,12619,23,45,11382,22,223,1,316,3,602,2
JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,URBAN,MALE,6320,11,27,5681,13,119,1,172,2,293,1
JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,URBAN,FEMALE,6299,12,18,5701,9,104,,144,1,309,1
JACOBABAD DISTRICT,GARHI KHAIRO TALUKA,URBAN,TRANSGENDER,,,,,,,,,,,
JACOBABAD DISTRICT,JACOBABAD DISTRICT,OVERALL,ALL SEXES,1007009,5452,5157,891887,2973,52707,89,13427,933,32824,1560
JACOBABAD DISTRICT,JACOBABAD DISTRICT,OVERALL,MALE,514786,2842,2560,456089,1567,26911,48,6800,450,16773,746
JACOBABAD DISTRICT,JACOBABAD DISTRICT,OVERALL,FEMALE,492061,2610,2596,435644,1406,25793,41,6625,483,16049,814
JACOBABAD DISTRICT,JACOBABAD DISTRICT,OVERALL,TRANSGENDER,162,,1,154,,3,,2,,2,
JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,ALL SEXES,709791,2142,3454,612017,2675,47016,83,9528,846,30596,1434
JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,MALE,363021,1110,1702,313285,1386,23967,44,4787,406,15650,684
JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,FEMALE,346692,1032,1751,298661,1289,23047,39,4739,440,14944,750
JACOBABAD DISTRICT,JACOBABAD DISTRICT,RURAL,TRANSGENDER,78,,1,71,,2,,2,,2,
JACOBABAD DISTRICT,JACOBABAD DISTRICT,URBAN,ALL SEXES,297218,3310,1703,279870,298,5691,6,3899,87,2228,126
JACOBABAD DISTRICT,JACOBABAD DISTRICT,URBAN,MALE,151765,1732,858,142804,181,2944,4,2013,44,1123,62
JACOBABAD DISTRICT,JACOBABAD DISTRICT,URBAN,FEMALE,145369,1578,845,136983,117,2746,2,1886,43,1105,64
JACOBABAD DISTRICT,JACOBABAD DISTRICT,URBAN,TRANSGENDER,84,,,83,,1,,,,,
JACOBABAD DISTRICT,JACOBABAD TALUKA,OVERALL,ALL SEXES,382578,4500,3447,317593,2731,28484,66,8327,470,15791,1169
JACOBABAD DISTRICT,JACOBABAD TALUKA,OVERALL,MALE,195672,2336,1728,162379,1435,14686,35,4227,227,8062,557
JACOBABAD DISTRICT,JACOBABAD TALUKA,OVERALL,FEMALE,186818,2164,1718,155132,1296,13796,31,4099,243,7727,612
JACOBABAD DISTRICT,JACOBABAD TALUKA,OVERALL,TRANSGENDER,88,,1,82,,2,,1,,2,
JACOBABAD DISTRICT,JACOBABAD TALUKA,RURAL,ALL SEXES,191480,1381,2105,140751,2470,24000,61,4950,436,14265,1061
JACOBABAD DISTRICT,JACOBABAD TALUKA,RURAL,MALE,98075,703,1046,72155,1274,12382,32,2484,211,7281,507
JACOBABAD DISTRICT,JACOBABAD TALUKA,RURAL,FEMALE,93381,678,1058,68577,1196,11617,29,2465,225,6982,554
JACOBABAD DISTRICT,JACOBABAD TALUKA,RURAL,TRANSGENDER,24,,1,19,,1,,1,,2,
JACOBABAD DISTRICT,JACOBABAD TALUKA,URBAN,ALL SEXES,191098,3119,1342,176842,261,4484,5,3377,34,1526,108
JACOBABAD DISTRICT,JACOBABAD TALUKA,URBAN,MALE,97597,1633,682,90224,161,2304,3,1743,16,781,50
JACOBABAD DISTRICT,JACOBABAD TALUKA,URBAN,FEMALE,93437,1486,660,86555,100,2179,2,1634,18,745,58
JACOBABAD DISTRICT,JACOBABAD TALUKA,URBAN,TRANSGENDER,64,,,63,,1,,,,,
JACOBABAD DISTRICT,THUL TALUKA,OVERALL,ALL SEXES,465412,711,1274,445247,204,10763,4,2636,347,4054,172
JACOBABAD DISTRICT,THUL TALUKA,OVERALL,MALE,238539,379,629,228255,112,5495,2,1331,171,2075,90
JACOBABAD DISTRICT,THUL TALUKA,OVERALL,FEMALE,226814,332,645,216934,92,5268,2,1304,176,1979,82
JACOBABAD DISTRICT,THUL TALUKA,OVERALL,TRANSGENDER,59,,,58,,,,1,,,
JACOBABAD DISTRICT,THUL TALUKA,RURAL,ALL SEXES,371911,543,958,353601,189,9779,4,2430,297,3954,156
JACOBABAD DISTRICT,THUL TALUKA,RURAL,MALE,190691,291,480,181356,105,4974,2,1233,145,2026,79
JACOBABAD DISTRICT,THUL TALUKA,RURAL,FEMALE,181181,252,478,172207,84,4805,2,1196,152,1928,77
JACOBABAD DISTRICT,THUL TALUKA,RURAL,TRANSGENDER,39,,,38,,,,1,,,
JACOBABAD DISTRICT,THUL TALUKA,URBAN,ALL SEXES,93501,168,316,91646,15,984,,206,50,100,16
JACOBABAD DISTRICT,THUL TALUKA,URBAN,MALE,47848,88,149,46899,7,521,,98,26,49,11
JACOBABAD DISTRICT,THUL TALUKA,URBAN,FEMALE,45633,80,167,44727,8,463,,108,24,51,5
JACOBABAD DISTRICT,THUL TALUKA,URBAN,TRANSGENDER,20,,,20,,,,,,,
KASHMORE DISTRICT,KANDHKOT TALUKA,OVERALL,ALL SEXES,366111,667,1338,356795,489,2679,78,2552,151,1112,250
KASHMORE DISTRICT,KANDHKOT TALUKA,OVERALL,MALE,190070,340,675,185311,271,1391,39,1247,82,594,120
KASHMORE DISTRICT,KANDHKOT TALUKA,OVERALL,FEMALE,175998,327,663,171442,218,1288,39,1304,69,518,130
KASHMORE DISTRICT,KANDHKOT TALUKA,OVERALL,TRANSGENDER,43,,,42,,,,1,,,
KASHMORE DISTRICT,KANDHKOT TALUKA,RURAL,ALL SEXES,229942,332,668,224301,367,2122,76,1222,95,591,168
KASHMORE DISTRICT,KANDHKOT TALUKA,RURAL,MALE,119612,164,364,116696,198,1097,39,607,51,315,81
KASHMORE DISTRICT,KANDHKOT TALUKA,RURAL,FEMALE,110303,168,304,107579,169,1025,37,614,44,276,87
KASHMORE DISTRICT,KANDHKOT TALUKA,RURAL,TRANSGENDER,27,,,26,,,,1,,,
KASHMORE DISTRICT,KANDHKOT TALUKA,URBAN,ALL SEXES,136169,335,670,132494,122,557,2,1330,56,521,82
KASHMORE DISTRICT,KANDHKOT TALUKA,URBAN,MALE,70458,176,311,68615,73,294,,640,31,279,39
KASHMORE DISTRICT,KANDHKOT TALUKA,URBAN,FEMALE,65695,159,359,63863,49,263,2,690,25,242,43
KASHMORE DISTRICT,KANDHKOT TALUKA,URBAN,TRANSGENDER,16,,,16,,,,,,,
KASHMORE DISTRICT,KASHMORE DISTRICT,OVERALL,ALL SEXES,1090336,3081,4597,1028582,4480,32638,178,11404,604,3816,956
KASHMORE DISTRICT,KASHMORE DISTRICT,OVERALL,MALE,564663,1543,2295,532857,2362,16915,88,5769,313,2033,488
KASHMORE DISTRICT,KASHMORE DISTRICT,OVERALL,FEMALE,525558,1537,2302,495616,2118,15722,90,5631,291,1783,468
KASHMORE DISTRICT,KASHMORE DISTRICT,OVERALL,TRANSGENDER,115,1,,109,,1,,4,,,
KASHMORE DISTRICT,KASHMORE DISTRICT,RURAL,ALL SEXES,836677,1733,2434,790086,1132,29976,163,7017,427,2991,718
KASHMORE DISTRICT,KASHMORE DISTRICT,RURAL,MALE,433432,850,1201,409405,625,15545,80,3543,220,1599,364
KASHMORE DISTRICT,KASHMORE DISTRICT,RURAL,FEMALE,403169,883,1233,380610,507,14430,83,3470,207,1392,354
KASHMORE DISTRICT,KASHMORE DISTRICT,RURAL,TRANSGENDER,76,,,71,,1,,4,,,
KASHMORE DISTRICT,KASHMORE DISTRICT,URBAN,ALL SEXES,253659,1348,2163,238496,3348,2662,15,4387,177,825,238
KASHMORE DISTRICT,KASHMORE DISTRICT,URBAN,MALE,131231,693,1094,123452,1737,1370,8,2226,93,434,124
KASHMORE DISTRICT,KASHMORE DISTRICT,URBAN,FEMALE,122389,654,1069,115006,1611,1292,7,2161,84,391,114
KASHMORE DISTRICT,KASHMORE DISTRICT,URBAN,TRANSGENDER,39,1,,38,,,,,,,
KASHMORE DISTRICT,KASHMORE TALUKA,OVERALL,ALL SEXES,434966,1883,2416,394611,3829,23165,94,6472,228,1858,410
KASHMORE DISTRICT,KASHMORE TALUKA,OVERALL,MALE,224662,939,1215,203849,2001,11952,44,3341,118,988,215
KASHMORE DISTRICT,KASHMORE TALUKA,OVERALL,FEMALE,210254,943,1201,190714,1828,11212,50,3131,110,870,195
KASHMORE DISTRICT,KASHMORE TALUKA,OVERALL,TRANSGENDER,50,1,,48,,1,,,,,
KASHMORE DISTRICT,KASHMORE TALUKA,RURAL,ALL SEXES,343986,881,1098,314367,739,21140,81,3617,123,1673,267
KASHMORE DISTRICT,KASHMORE TALUKA,RURAL,MALE,177490,428,507,162242,408,10926,36,1858,65,887,133
KASHMORE DISTRICT,KASHMORE TALUKA,RURAL,FEMALE,166468,453,591,152098,331,10213,45,1759,58,786,134
KASHMORE DISTRICT,KASHMORE TALUKA,RURAL,TRANSGENDER,28,,,27,,1,,,,,
KASHMORE DISTRICT,KASHMORE TALUKA,URBAN,ALL SEXES,90980,1002,1318,80244,3090,2025,13,2855,105,185,143
KASHMORE DISTRICT,KASHMORE TALUKA,URBAN,MALE,47172,511,708,41607,1593,1026,8,1483,53,101,82
KASHMORE DISTRICT,KASHMORE TALUKA,URBAN,FEMALE,43786,490,610,38616,1497,999,5,1372,52,84,61
KASHMORE DISTRICT,KASHMORE TALUKA,URBAN,TRANSGENDER,22,1,,21,,,,,,,
KASHMORE DISTRICT,TANGWANI TALUKA,OVERALL,ALL SEXES,289259,531,843,277176,162,6794,6,2380,225,846,296
KASHMORE DISTRICT,TANGWANI TALUKA,OVERALL,MALE,149931,264,405,143697,90,3572,5,1181,113,451,153
KASHMORE DISTRICT,TANGWANI TALUKA,OVERALL,FEMALE,139306,267,438,133460,72,3222,1,1196,112,395,143
KASHMORE DISTRICT,TANGWANI TALUKA,OVERALL,TRANSGENDER,22,,,19,,,,3,,,
KASHMORE DISTRICT,TANGWANI TALUKA,RURAL,ALL SEXES,262749,520,668,251418,26,6714,6,2178,209,727,283
KASHMORE DISTRICT,TANGWANI TALUKA,RURAL,MALE,136330,258,330,130467,19,3522,5,1078,104,397,150
KASHMORE DISTRICT,TANGWANI TALUKA,RURAL,FEMALE,126398,262,338,120933,7,3192,1,1097,105,330,133
KASHMORE DISTRICT,TANGWANI TALUKA,RURAL,TRANSGENDER,21,,,18,,,,3,,,
KASHMORE DISTRICT,TANGWANI TALUKA,URBAN,ALL SEXES,26510,11,175,25758,136,80,,202,16,119,13
KASHMORE DISTRICT,TANGWANI TALUKA,URBAN,MALE,13601,6,75,13230,71,50,,103,9,54,3
KASHMORE DISTRICT,TANGWANI TALUKA,URBAN,FEMALE,12908,5,100,12527,65,30,,99,7,65,10
KASHMORE DISTRICT,TANGWANI TALUKA,URBAN,TRANSGENDER,1,,,1,,,,,,,
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,OVERALL,ALL SEXES,393374,1016,833,382094,307,2232,4,1938,518,3998,434
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,OVERALL,MALE,200678,535,398,194899,156,1168,3,978,270,2067,204
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,OVERALL,FEMALE,192634,481,435,187133,151,1064,1,960,248,1931,230
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,OVERALL,TRANSGENDER,62,,,62,,,,,,,
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,RURAL,ALL SEXES,292404,539,637,284281,200,1500,3,1322,85,3488,349
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,RURAL,MALE,149000,281,308,144835,103,784,2,672,46,1808,161
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,RURAL,FEMALE,143364,258,329,139406,97,716,1,650,39,1680,188
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,RURAL,TRANSGENDER,40,,,40,,,,,,,
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,URBAN,ALL SEXES,100970,477,196,97813,107,732,1,616,433,510,85
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,URBAN,MALE,51678,254,90,50064,53,384,1,306,224,259,43
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,URBAN,FEMALE,49270,223,106,47727,54,348,,310,209,251,42
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR ALI KHAN TALUKA,URBAN,TRANSGENDER,22,,,22,,,,,,,
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,OVERALL,ALL SEXES,1338035,3590,4086,1277187,698,12563,17,7560,817,30267,1250
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,OVERALL,MALE,680567,1902,2059,649744,385,6391,13,3708,421,15334,610
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,OVERALL,FEMALE,657290,1688,2027,627272,313,6168,4,3852,396,14931,639
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,OVERALL,TRANSGENDER,178,,,171,,4,,,,2,1
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,RURAL,ALL SEXES,941232,1599,2194,899290,329,9004,15,5712,282,21758,1049
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,RURAL,MALE,478576,860,1099,457327,191,4604,11,2776,148,11054,506
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,RURAL,FEMALE,462534,739,1095,441847,138,4397,4,2936,134,10702,542
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,RURAL,TRANSGENDER,122,,,116,,3,,,,2,1
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,URBAN,ALL SEXES,396803,1991,1892,377897,369,3559,2,1848,535,8509,201
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,URBAN,MALE,201991,1042,960,192417,194,1787,2,932,273,4280,104
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,URBAN,FEMALE,194756,949,932,185425,175,1771,,916,262,4229,97
KAMBAR SHAHDAD KOT DISTRICT,KAMBAR SHAHDAD KOT DISTRICT,URBAN,TRANSGENDER,56,,,55,,1,,,,,
KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,OVERALL,ALL SEXES,157934,273,477,153134,48,161,1,1281,67,2417,75
KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,OVERALL,MALE,80579,157,236,78158,22,78,1,632,35,1233,27
KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,OVERALL,FEMALE,77334,116,241,74955,26,83,,649,32,1184,48
KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,OVERALL,TRANSGENDER,21,,,21,,,,,,,
KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,RURAL,ALL SEXES,115622,178,375,111643,23,101,1,1129,54,2055,63
KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,RURAL,MALE,58917,107,194,56901,7,50,1,551,28,1058,20
KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,RURAL,FEMALE,56690,71,181,54727,16,51,,578,26,997,43
KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,RURAL,TRANSGENDER,15,,,15,,,,,,,
KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,URBAN,ALL SEXES,42312,95,102,41491,25,60,,152,13,362,12
KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,URBAN,MALE,21662,50,42,21257,15,28,,81,7,175,7
KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,URBAN,FEMALE,20644,45,60,20228,10,32,,71,6,187,5
KAMBAR SHAHDAD KOT DISTRICT,MIRO KHAN TALUKA,URBAN,TRANSGENDER,6,,,6,,,,,,,
KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,OVERALL,ALL SEXES,151410,251,187,147329,8,889,,1075,20,1628,23
KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,OVERALL,MALE,76934,141,95,74908,6,450,,501,11,810,12
KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,OVERALL,FEMALE,74456,110,92,72402,2,439,,574,9,817,11
KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,OVERALL,TRANSGENDER,20,,,19,,,,,,1,
KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,RURAL,ALL SEXES,113591,205,126,110050,6,882,,803,15,1489,15
KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,RURAL,MALE,57725,115,63,55970,4,448,,369,9,740,7
KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,RURAL,FEMALE,55848,90,63,54063,2,434,,434,6,748,8
KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,RURAL,TRANSGENDER,18,,,17,,,,,,1,
KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,URBAN,ALL SEXES,37819,46,61,37279,2,7,,272,5,139,8
KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,URBAN,MALE,19209,26,32,18938,2,2,,132,2,70,5
KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,URBAN,FEMALE,18608,20,29,18339,,5,,140,3,69,3
KAMBAR SHAHDAD KOT DISTRICT,NASIRABAD TALUKA,URBAN,TRANSGENDER,2,,,2,,,,,,,
KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,OVERALL,ALL SEXES,85767,129,201,73991,83,2075,3,395,34,8786,70
KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,OVERALL,MALE,43613,71,101,37703,46,1069,2,199,15,4365,42
KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,OVERALL,FEMALE,42146,58,100,36281,37,1005,1,196,19,4421,28
KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,OVERALL,TRANSGENDER,8,,,7,,1,,,,,
KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,RURAL,ALL SEXES,58144,79,82,51491,21,1322,3,255,9,4864,18
KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,RURAL,MALE,29585,38,41,26240,10,691,2,120,5,2426,12
KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,RURAL,FEMALE,28554,41,41,25246,11,631,1,135,4,2438,6
KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,RURAL,TRANSGENDER,5,,,5,,,,,,,
KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,URBAN,ALL SEXES,27623,50,119,22500,62,753,,140,25,3922,52
KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,URBAN,MALE,14028,33,60,11463,36,378,,79,10,1939,30
KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,URBAN,FEMALE,13592,17,59,11035,26,374,,61,15,1983,22
KAMBAR SHAHDAD KOT DISTRICT,QUBO SAEED KHAN TALUKA,URBAN,TRANSGENDER,3,,,2,,1,,,,,
KAMBAR SHAHDAD KOT DISTRICT,SHAHDAD KOT TALUKA,OVERALL,ALL SEXES,202564,1035,1410,187251,185,4564,7,935,74,6608,495
KAMBAR SHAHDAD KOT DISTRICT,SHAHDAD KOT TALUKA,OVERALL,MALE,102533,528,734,94788,96,2239,5,469,38,3379,257
KAMBAR SHAHDAD KOT DISTRICT,SHAHDAD KOT TALUKA,OVERALL,FEMALE,100003,507,676,92438,89,2323,2,466,36,3229,237
KAMBAR SHAHDAD KOT DISTRICT,SHAHDAD KOT TALUKA,OVERALL,TRANSGENDER,28,,,25,,2,,,,,1
KAMBAR SHAHDAD KOT DISTRICT,SHAHDAD KOT TALUKA,RURAL,ALL SEXES,83629,79,103,76716,12,2591,6,424,17,3217,464
KAMBAR SHAHDAD KOT DISTRICT,SHAHDAD KOT TALUKA,RURAL,MALE,42166,33,46,38715,8,1262,4,217,8,1630,243
