district,localities,hhsize,avg_rooms_per_house
SHIKARPUR DISTRICT,URBAN,6 PERSONS,1.78
SHIKARPUR DISTRICT,URBAN,7 PERSONS,1.85
SHIKARPUR DISTRICT,URBAN,8 PERSONS,1.91
SHIKARPUR DISTRICT,URBAN,9 PERSONS,2
SHIKARPUR DISTRICT,URBAN,10 PERSONS AND ABOVE,2.46
SIALKOT DISTRICT,RURAL,1 PERSON,2.37
SIALKOT DISTRICT,RURAL,2 PERSONS,2.47
SIALKOT DISTRICT,RURAL,3 PERSONS,2.64
SIALKOT DISTRICT,RURAL,4 PERSONS,2.76
SIALKOT DISTRICT,RURAL,5 PERSONS,2.87
SIALKOT DISTRICT,RURAL,6 PERSONS,2.97
SIALKOT DISTRICT,RURAL,7 PERSONS,3.1
SIALKOT DISTRICT,RURAL,8 PERSONS,3.25
SIALKOT DISTRICT,RURAL,9 PERSONS,3.49
SIALKOT DISTRICT,RURAL,10 PERSONS AND ABOVE,4.3
SIALKOT DISTRICT,URBAN,1 PERSON,2.55
SIALKOT DISTRICT,URBAN,2 PERSONS,2.76
SIALKOT DISTRICT,URBAN,3 PERSONS,2.83
SIALKOT DISTRICT,URBAN,4 PERSONS,2.97
SIALKOT DISTRICT,URBAN,5 PERSONS,3.1
SIALKOT DISTRICT,URBAN,6 PERSONS,3.22
SIALKOT DISTRICT,URBAN,7 PERSONS,3.37
SIALKOT DISTRICT,URBAN,8 PERSONS,3.53
SIALKOT DISTRICT,URBAN,9 PERSONS,3.78
SIALKOT DISTRICT,URBAN,10 PERSONS AND ABOVE,4.65
SIBI DISTRICT,RURAL,1 PERSON,1.33
SIBI DISTRICT,RURAL,2 PERSONS,1.31
SIBI DISTRICT,RURAL,3 PERSONS,1.43
SIBI DISTRICT,RURAL,4 PERSONS,1.53
SIBI DISTRICT,RURAL,5 PERSONS,1.67
SIBI DISTRICT,RURAL,6 PERSONS,1.78
SIBI DISTRICT,RURAL,7 PERSONS,1.84
SIBI DISTRICT,RURAL,8 PERSONS,2.04
SIBI DISTRICT,RURAL,9 PERSONS,2.16
SIBI DISTRICT,RURAL,10 PERSONS AND ABOVE,2.68
SIBI DISTRICT,URBAN,1 PERSON,2.22
SIBI DISTRICT,URBAN,2 PERSONS,2.26
SIBI DISTRICT,URBAN,3 PERSONS,2.34
SIBI DISTRICT,URBAN,4 PERSONS,2.44
SIBI DISTRICT,URBAN,5 PERSONS,2.56
SIBI DISTRICT,URBAN,6 PERSONS,2.65
SIBI DISTRICT,URBAN,7 PERSONS,2.77
SIBI DISTRICT,URBAN,8 PERSONS,2.87
SIBI DISTRICT,URBAN,9 PERSONS,3.01
SIBI DISTRICT,URBAN,10 PERSONS AND ABOVE,3.75
SOHBATPUR DISTRICT,RURAL,1 PERSON,1.25
SOHBATPUR DISTRICT,RURAL,2 PERSONS,1.23
SOHBATPUR DISTRICT,RURAL,3 PERSONS,1.24
SOHBATPUR DISTRICT,RURAL,4 PERSONS,1.28
SOHBATPUR DISTRICT,RURAL,5 PERSONS,1.31
SOHBATPUR DISTRICT,RURAL,6 PERSONS,1.38
SOHBATPUR DISTRICT,RURAL,7 PERSONS,1.41
SOHBATPUR DISTRICT,RURAL,8 PERSONS,1.49
SOHBATPUR DISTRICT,RURAL,9 PERSONS,1.55
SOHBATPUR DISTRICT,RURAL,10 PERSONS AND ABOVE,1.8
SOHBATPUR DISTRICT,URBAN,1 PERSON,1.04
SOHBATPUR DISTRICT,URBAN,2 PERSONS,1.13
SOHBATPUR DISTRICT,URBAN,3 PERSONS,1.19
SOHBATPUR DISTRICT,URBAN,4 PERSONS,1.3
SOHBATPUR DISTRICT,URBAN,5 PERSONS,1.32
SOHBATPUR DISTRICT,URBAN,6 PERSONS,1.43
SOHBATPUR DISTRICT,URBAN,7 PERSONS,1.41
SOHBATPUR DISTRICT,URBAN,8 PERSONS,1.56
SOHBATPUR DISTRICT,URBAN,9 PERSONS,1.66
SOHBATPUR DISTRICT,URBAN,10 PERSONS AND ABOVE,2.16
SOUTH WAZIRISTAN AGENCY,RURAL,1 PERSON,2.5
SOUTH WAZIRISTAN AGENCY,RURAL,2 PERSONS,2.37
SOUTH WAZIRISTAN AGENCY,RURAL,3 PERSONS,2.57
SOUTH WAZIRISTAN AGENCY,RURAL,4 PERSONS,2.75
SOUTH WAZIRISTAN AGENCY,RURAL,5 PERSONS,2.99
SOUTH WAZIRISTAN AGENCY,RURAL,6 PERSONS,3.16
SOUTH WAZIRISTAN AGENCY,RURAL,7 PERSONS,3.39
SOUTH WAZIRISTAN AGENCY,RURAL,8 PERSONS,3.59
SOUTH WAZIRISTAN AGENCY,RURAL,9 PERSONS,3.83
SOUTH WAZIRISTAN AGENCY,RURAL,10 PERSONS AND ABOVE,4.85
SOUTH WAZIRISTAN AGENCY,URBAN,1 PERSON,
SOUTH WAZIRISTAN AGENCY,URBAN,2 PERSONS,
SOUTH WAZIRISTAN AGENCY,URBAN,3 PERSONS,
SOUTH WAZIRISTAN AGENCY,URBAN,4 PERSONS,
SOUTH WAZIRISTAN AGENCY,URBAN,5 PERSONS,
SOUTH WAZIRISTAN AGENCY,URBAN,6 PERSONS,
SOUTH WAZIRISTAN AGENCY,URBAN,7 PERSONS,
SOUTH WAZIRISTAN AGENCY,URBAN,8 PERSONS,
SOUTH WAZIRISTAN AGENCY,URBAN,9 PERSONS,
SOUTH WAZIRISTAN AGENCY,URBAN,10 PERSONS AND ABOVE,
SUJAWAL DISTRICT,RURAL,1 PERSON,1.09
SUJAWAL DISTRICT,RURAL,2 PERSONS,1.09
SUJAWAL DISTRICT,RURAL,3 PERSONS,1.11
SUJAWAL DISTRICT,RURAL,4 PERSONS,1.13
SUJAWAL DISTRICT,RURAL,5 PERSONS,1.16
SUJAWAL DISTRICT,RURAL,6 PERSONS,1.17
SUJAWAL DISTRICT,RURAL,7 PERSONS,1.21
SUJAWAL DISTRICT,RURAL,8 PERSONS,1.25
SUJAWAL DISTRICT,RURAL,9 PERSONS,1.3
SUJAWAL DISTRICT,RURAL,10 PERSONS AND ABOVE,1.48
SUJAWAL DISTRICT,URBAN,1 PERSON,1.33
SUJAWAL DISTRICT,URBAN,2 PERSONS,1.37
SUJAWAL DISTRICT,URBAN,3 PERSONS,1.43
SUJAWAL DISTRICT,URBAN,4 PERSONS,1.51
SUJAWAL DISTRICT,URBAN,5 PERSONS,1.59
SUJAWAL DISTRICT,URBAN,6 PERSONS,1.59
SUJAWAL DISTRICT,URBAN,7 PERSONS,1.69
SUJAWAL DISTRICT,URBAN,8 PERSONS,1.75
SUJAWAL DISTRICT,URBAN,9 PERSONS,1.79
SUJAWAL DISTRICT,URBAN,10 PERSONS AND ABOVE,2.16
SUKKUR DISTRICT,RURAL,1 PERSON,1.18
SUKKUR DISTRICT,RURAL,2 PERSONS,1.21
SUKKUR DISTRICT,RURAL,3 PERSONS,1.23
SUKKUR DISTRICT,RURAL,4 PERSONS,1.28
SUKKUR DISTRICT,RURAL,5 PERSONS,1.33
SUKKUR DISTRICT,RURAL,6 PERSONS,1.38
SUKKUR DISTRICT,RURAL,7 PERSONS,1.45
SUKKUR DISTRICT,RURAL,8 PERSONS,1.51
SUKKUR DISTRICT,RURAL,9 PERSONS,1.55
SUKKUR DISTRICT,RURAL,10 PERSONS AND ABOVE,1.82
SUKKUR DISTRICT,URBAN,1 PERSON,1.57
SUKKUR DISTRICT,URBAN,2 PERSONS,1.53
SUKKUR DISTRICT,URBAN,3 PERSONS,1.64
SUKKUR DISTRICT,URBAN,4 PERSONS,1.76
SUKKUR DISTRICT,URBAN,5 PERSONS,1.87
SUKKUR DISTRICT,URBAN,6 PERSONS,1.95
SUKKUR DISTRICT,URBAN,7 PERSONS,2
SUKKUR DISTRICT,URBAN,8 PERSONS,2.03
SUKKUR DISTRICT,URBAN,9 PERSONS,2.11
SUKKUR DISTRICT,URBAN,10 PERSONS AND ABOVE,2.52
SWABI DISTRICT,RURAL,1 PERSON,1.79
SWABI DISTRICT,RURAL,2 PERSONS,1.82
SWABI DISTRICT,RURAL,3 PERSONS,1.93
SWABI DISTRICT,RURAL,4 PERSONS,2.06
SWABI DISTRICT,RURAL,5 PERSONS,2.18
SWABI DISTRICT,RURAL,6 PERSONS,2.31
SWABI DISTRICT,RURAL,7 PERSONS,2.43
SWABI DISTRICT,RURAL,8 PERSONS,2.59
SWABI DISTRICT,RURAL,9 PERSONS,2.8
SWABI DISTRICT,RURAL,10 PERSONS AND ABOVE,3.77
SWABI DISTRICT,URBAN,1 PERSON,1.82
SWABI DISTRICT,URBAN,2 PERSONS,1.97
SWABI DISTRICT,URBAN,3 PERSONS,2.04
SWABI DISTRICT,URBAN,4 PERSONS,2.18
SWABI DISTRICT,URBAN,5 PERSONS,2.29
SWABI DISTRICT,URBAN,6 PERSONS,2.43
SWABI DISTRICT,URBAN,7 PERSONS,2.6
SWABI DISTRICT,URBAN,8 PERSONS,2.7
SWABI DISTRICT,URBAN,9 PERSONS,2.96
SWABI DISTRICT,URBAN,10 PERSONS AND ABOVE,3.98
SWAT DISTRICT,RURAL,1 PERSON,2.06
SWAT DISTRICT,RURAL,2 PERSONS,2.03
SWAT DISTRICT,RURAL,3 PERSONS,2.19
SWAT DISTRICT,RURAL,4 PERSONS,2.32
SWAT DISTRICT,RURAL,5 PERSONS,2.5
SWAT DISTRICT,RURAL,6 PERSONS,2.66
SWAT DISTRICT,RURAL,7 PERSONS,2.78
SWAT DISTRICT,RURAL,8 PERSONS,2.93
SWAT DISTRICT,RURAL,9 PERSONS,3.12
SWAT DISTRICT,RURAL,10 PERSONS AND ABOVE,4.05
SWAT DISTRICT,URBAN,1 PERSON,2.43
SWAT DISTRICT,URBAN,2 PERSONS,2.34
SWAT DISTRICT,URBAN,3 PERSONS,2.44
SWAT DISTRICT,URBAN,4 PERSONS,2.57
SWAT DISTRICT,URBAN,5 PERSONS,2.71
SWAT DISTRICT,URBAN,6 PERSONS,2.82
SWAT DISTRICT,URBAN,7 PERSONS,2.96
SWAT DISTRICT,URBAN,8 PERSONS,3.14
SWAT DISTRICT,URBAN,9 PERSONS,3.32
SWAT DISTRICT,URBAN,10 PERSONS AND ABOVE,4.37
TANDO ALLAHYAR DISTRICT,RURAL,1 PERSON,1.17
TANDO ALLAHYAR DISTRICT,RURAL,2 PERSONS,1.16
TANDO ALLAHYAR DISTRICT,RURAL,3 PERSONS,1.19
TANDO ALLAHYAR DISTRICT,RURAL,4 PERSONS,1.23
TANDO ALLAHYAR DISTRICT,RURAL,5 PERSONS,1.26
TANDO ALLAHYAR DISTRICT,RURAL,6 PERSONS,1.29
TANDO ALLAHYAR DISTRICT,RURAL,7 PERSONS,1.32
TANDO ALLAHYAR DISTRICT,RURAL,8 PERSONS,1.37
TANDO ALLAHYAR DISTRICT,RURAL,9 PERSONS,1.44
TANDO ALLAHYAR DISTRICT,RURAL,10 PERSONS AND ABOVE,1.69
TANDO ALLAHYAR DISTRICT,URBAN,1 PERSON,1.37
TANDO ALLAHYAR DISTRICT,URBAN,2 PERSONS,1.37
TANDO ALLAHYAR DISTRICT,URBAN,3 PERSONS,1.43
TANDO ALLAHYAR DISTRICT,URBAN,4 PERSONS,1.48
TANDO ALLAHYAR DISTRICT,URBAN,5 PERSONS,1.59
TANDO ALLAHYAR DISTRICT,URBAN,6 PERSONS,1.64
TANDO ALLAHYAR DISTRICT,URBAN,7 PERSONS,1.66
TANDO ALLAHYAR DISTRICT,URBAN,8 PERSONS,1.76
TANDO ALLAHYAR DISTRICT,URBAN,9 PERSONS,1.83
TANDO ALLAHYAR DISTRICT,URBAN,10 PERSONS AND ABOVE,2.2
TANDO MUHAMMAD KHAN DISTRICT,RURAL,1 PERSON,1.13
TANDO MUHAMMAD KHAN DISTRICT,RURAL,2 PERSONS,1.14
TANDO MUHAMMAD KHAN DISTRICT,RURAL,3 PERSONS,1.16
TANDO MUHAMMAD KHAN DISTRICT,RURAL,4 PERSONS,1.19
TANDO MUHAMMAD KHAN DISTRICT,RURAL,5 PERSONS,1.2
TANDO MUHAMMAD KHAN DISTRICT,RURAL,6 PERSONS,1.24
TANDO MUHAMMAD KHAN DISTRICT,RURAL,7 PERSONS,1.27
TANDO MUHAMMAD KHAN DISTRICT,RURAL,8 PERSONS,1.31
TANDO MUHAMMAD KHAN DISTRICT,RURAL,9 PERSONS,1.4
TANDO MUHAMMAD KHAN DISTRICT,RURAL,10 PERSONS AND ABOVE,1.6
TANDO MUHAMMAD KHAN DISTRICT,URBAN,1 PERSON,1.45
TANDO MUHAMMAD KHAN DISTRICT,URBAN,2 PERSONS,1.38
TANDO MUHAMMAD KHAN DISTRICT,URBAN,3 PERSONS,1.42
TANDO MUHAMMAD KHAN DISTRICT,URBAN,4 PERSONS,1.5
TANDO MUHAMMAD KHAN DISTRICT,URBAN,5 PERSONS,1.58
TANDO MUHAMMAD KHAN DISTRICT,URBAN,6 PERSONS,1.63
TANDO MUHAMMAD KHAN DISTRICT,URBAN,7 PERSONS,1.66
TANDO MUHAMMAD KHAN DISTRICT,URBAN,8 PERSONS,1.71
TANDO MUHAMMAD KHAN DISTRICT,URBAN,9 PERSONS,1.89
TANDO MUHAMMAD KHAN DISTRICT,URBAN,10 PERSONS AND ABOVE,2.21
TANK DISTRICT,RURAL,1 PERSON,1.85
TANK DISTRICT,RURAL,2 PERSONS,1.86
TANK DISTRICT,RURAL,3 PERSONS,2.08
TANK DISTRICT,RURAL,4 PERSONS,2.22
TANK DISTRICT,RURAL,5 PERSONS,2.3
TANK DISTRICT,RURAL,6 PERSONS,2.54
TANK DISTRICT,RURAL,7 PERSONS,2.73
TANK DISTRICT,RURAL,8 PERSONS,2.9
TANK DISTRICT,RURAL,9 PERSONS,3.11
TANK DISTRICT,RURAL,10 PERSONS AND ABOVE,4.28
TANK DISTRICT,URBAN,1 PERSON,2.52
TANK DISTRICT,URBAN,2 PERSONS,2.26
TANK DISTRICT,URBAN,3 PERSONS,2.27
TANK DISTRICT,URBAN,4 PERSONS,2.46
TANK DISTRICT,URBAN,5 PERSONS,2.5
TANK DISTRICT,URBAN,6 PERSONS,2.72
TANK DISTRICT,URBAN,7 PERSONS,2.91
TANK DISTRICT,URBAN,8 PERSONS,3.13
TANK DISTRICT,URBAN,9 PERSONS,3.36
TANK DISTRICT,URBAN,10 PERSONS AND ABOVE,4.47
THARPARKAR DISTRICT,RURAL,1 PERSON,1.44
THARPARKAR DISTRICT,RURAL,2 PERSONS,1.65
THARPARKAR DISTRICT,RURAL,3 PERSONS,1.85
THARPARKAR DISTRICT,RURAL,4 PERSONS,2.02
THARPARKAR DISTRICT,RURAL,5 PERSONS,2.18
THARPARKAR DISTRICT,RURAL,6 PERSONS,2.3
THARPARKAR DISTRICT,RURAL,7 PERSONS,2.43
THARPARKAR DISTRICT,RURAL,8 PERSONS,2.59
THARPARKAR DISTRICT,RURAL,9 PERSONS,2.76
THARPARKAR DISTRICT,RURAL,10 PERSONS AND ABOVE,3.11
THARPARKAR DISTRICT,URBAN,1 PERSON,1.59
THARPARKAR DISTRICT,URBAN,2 PERSONS,1.51
THARPARKAR DISTRICT,URBAN,3 PERSONS,1.59
THARPARKAR DISTRICT,URBAN,4 PERSONS,1.82
THARPARKAR DISTRICT,URBAN,5 PERSONS,1.96
THARPARKAR DISTRICT,URBAN,6 PERSONS,2.1
THARPARKAR DISTRICT,URBAN,7 PERSONS,2.17
THARPARKAR DISTRICT,URBAN,8 PERSONS,2.31
THARPARKAR DISTRICT,URBAN,9 PERSONS,2.4
THARPARKAR DISTRICT,URBAN,10 PERSONS AND ABOVE,2.87
THATTA DISTRICT,RURAL,1 PERSON,1.17
THATTA DISTRICT,RURAL,2 PERSONS,1.15
THATTA DISTRICT,RURAL,3 PERSONS,1.17
THATTA DISTRICT,RURAL,4 PERSONS,1.19
THATTA DISTRICT,RURAL,5 PERSONS,1.22
THATTA DISTRICT,RURAL,6 PERSONS,1.26
THATTA DISTRICT,RURAL,7 PERSONS,1.28
THATTA DISTRICT,RURAL,8 PERSONS,1.31
THATTA DISTRICT,RURAL,9 PERSONS,1.36
THATTA DISTRICT,RURAL,10 PERSONS AND ABOVE,1.55
THATTA DISTRICT,URBAN,1 PERSON,1.4
THATTA DISTRICT,URBAN,2 PERSONS,1.39
THATTA DISTRICT,URBAN,3 PERSONS,1.46
THATTA DISTRICT,URBAN,4 PERSONS,1.56
THATTA DISTRICT,URBAN,5 PERSONS,1.69
THATTA DISTRICT,URBAN,6 PERSONS,1.77
THATTA DISTRICT,URBAN,7 PERSONS,1.83
THATTA DISTRICT,URBAN,8 PERSONS,1.81
THATTA DISTRICT,URBAN,9 PERSONS,1.94
THATTA DISTRICT,URBAN,10 PERSONS AND ABOVE,2.46
TOBA TEK SINGH DISTRICT,RURAL,1 PERSON,2.1
TOBA TEK SINGH DISTRICT,RURAL,2 PERSONS,2.2
TOBA TEK SINGH DISTRICT,RURAL,3 PERSONS,2.35
TOBA TEK SINGH DISTRICT,RURAL,4 PERSONS,2.51
TOBA TEK SINGH DISTRICT,RURAL,5 PERSONS,2.62
TOBA TEK SINGH DISTRICT,RURAL,6 PERSONS,2.73
TOBA TEK SINGH DISTRICT,RURAL,7 PERSONS,2.87
TOBA TEK SINGH DISTRICT,RURAL,8 PERSONS,3.04
TOBA TEK SINGH DISTRICT,RURAL,9 PERSONS,3.26
TOBA TEK SINGH DISTRICT,RURAL,10 PERSONS AND ABOVE,4.05
TOBA TEK SINGH DISTRICT,URBAN,1 PERSON,2.39
TOBA TEK SINGH DISTRICT,URBAN,2 PERSONS,2.41
TOBA TEK SINGH DISTRICT,URBAN,3 PERSONS,2.59
TOBA TEK SINGH DISTRICT,URBAN,4 PERSONS,2.7
TOBA TEK SINGH DISTRICT,URBAN,5 PERSONS,2.81
TOBA TEK SINGH DISTRICT,URBAN,6 PERSONS,2.88
TOBA TEK SINGH DISTRICT,URBAN,7 PERSONS,3.01
TOBA TEK SINGH DISTRICT,URBAN,8 PERSONS,3.17
TOBA TEK SINGH DISTRICT,URBAN,9 PERSONS,3.37
TOBA TEK SINGH DISTRICT,URBAN,10 PERSONS AND ABOVE,4.12
TORGHAR DISTRICT,RURAL,1 PERSON,1.58
TORGHAR DISTRICT,RURAL,2 PERSONS,1.64
TORGHAR DISTRICT,RURAL,3 PERSONS,1.81
TORGHAR DISTRICT,RURAL,4 PERSONS,1.91
TORGHAR DISTRICT,RURAL,5 PERSONS,2
TORGHAR DISTRICT,RURAL,6 PERSONS,2.14
TORGHAR DISTRICT,RURAL,7 PERSONS,2.28
TORGHAR DISTRICT,RURAL,8 PERSONS,2.4
TORGHAR DISTRICT,RURAL,9 PERSONS,2.55
TORGHAR DISTRICT,RURAL,10 PERSONS AND ABOVE,3.11
TORGHAR DISTRICT,URBAN,1 PERSON,
TORGHAR DISTRICT,URBAN,2 PERSONS,
TORGHAR DISTRICT,URBAN,3 PERSONS,
TORGHAR DISTRICT,URBAN,4 PERSONS,
TORGHAR DISTRICT,URBAN,5 PERSONS,
TORGHAR DISTRICT,URBAN,6 PERSONS,
TORGHAR DISTRICT,URBAN,7 PERSONS,
TORGHAR DISTRICT,URBAN,8 PERSONS,
TORGHAR DISTRICT,URBAN,9 PERSONS,
TORGHAR DISTRICT,URBAN,10 PERSONS AND ABOVE,
UMER KOT DISTRICT,RURAL,1 PERSON,1.24
UMER KOT DISTRICT,RURAL,2 PERSONS,1.32
UMER KOT DISTRICT,RURAL,3 PERSONS,1.36
UMER KOT DISTRICT,RURAL,4 PERSONS,1.44
UMER KOT DISTRICT,RURAL,5 PERSONS,1.49
UMER KOT DISTRICT,RURAL,6 PERSONS,1.55
UMER KOT DISTRICT,RURAL,7 PERSONS,1.64
UMER KOT DISTRICT,RURAL,8 PERSONS,1.76
UMER KOT DISTRICT,RURAL,9 PERSONS,1.92
UMER KOT DISTRICT,RURAL,10 PERSONS AND ABOVE,2.27
UMER KOT DISTRICT,URBAN,1 PERSON,1.41
UMER KOT DISTRICT,URBAN,2 PERSONS,1.39
UMER KOT DISTRICT,URBAN,3 PERSONS,1.47
UMER KOT DISTRICT,URBAN,4 PERSONS,1.58
UMER KOT DISTRICT,URBAN,5 PERSONS,1.7
UMER KOT DISTRICT,URBAN,6 PERSONS,1.79
UMER KOT DISTRICT,URBAN,7 PERSONS,1.86
UMER KOT DISTRICT,URBAN,8 PERSONS,1.92
UMER KOT DISTRICT,URBAN,9 PERSONS,2.1
UMER KOT DISTRICT,URBAN,10 PERSONS AND ABOVE,2.54
UPPER DIR DISTRICT,RURAL,1 PERSON,1.8
UPPER DIR DISTRICT,RURAL,2 PERSONS,1.74
UPPER DIR DISTRICT,RURAL,3 PERSONS,1.87
UPPER DIR DISTRICT,RURAL,4 PERSONS,2.03
UPPER DIR DISTRICT,RURAL,5 PERSONS,2.24
UPPER DIR DISTRICT,RURAL,6 PERSONS,2.43
UPPER DIR DISTRICT,RURAL,7 PERSONS,2.64
UPPER DIR DISTRICT,RURAL,8 PERSONS,2.83
UPPER DIR DISTRICT,RURAL,9 PERSONS,3.04
UPPER DIR DISTRICT,RURAL,10 PERSONS AND ABOVE,3.97
UPPER DIR DISTRICT,URBAN,1 PERSON,2.58
UPPER DIR DISTRICT,URBAN,2 PERSONS,2.3
UPPER DIR DISTRICT,URBAN,3 PERSONS,2.12
UPPER DIR DISTRICT,URBAN,4 PERSONS,2.34
UPPER DIR DISTRICT,URBAN,5 PERSONS,2.41
UPPER DIR DISTRICT,URBAN,6 PERSONS,2.76
UPPER DIR DISTRICT,URBAN,7 PERSONS,2.93
UPPER DIR DISTRICT,URBAN,8 PERSONS,3.04
UPPER DIR DISTRICT,URBAN,9 PERSONS,3.39
UPPER DIR DISTRICT,URBAN,10 PERSONS AND ABOVE,4.27
VEHARI DISTRICT,RURAL,1 PERSON,1.82
VEHARI DISTRICT,RURAL,2 PERSONS,1.82
VEHARI DISTRICT,RURAL,3 PERSONS,1.97
VEHARI DISTRICT,RURAL,4 PERSONS,2.11
VEHARI DISTRICT,RURAL,5 PERSONS,2.25
VEHARI DISTRICT,RURAL,6 PERSONS,2.37
VEHARI DISTRICT,RURAL,7 PERSONS,2.51
VEHARI DISTRICT,RURAL,8 PERSONS,2.69
VEHARI DISTRICT,RURAL,9 PERSONS,2.9
VEHARI DISTRICT,RURAL,10 PERSONS AND ABOVE,3.74
VEHARI DISTRICT,URBAN,1 PERSON,2.07
VEHARI DISTRICT,URBAN,2 PERSONS,2.23
VEHARI DISTRICT,URBAN,3 PERSONS,2.37
VEHARI DISTRICT,URBAN,4 PERSONS,2.46
VEHARI DISTRICT,URBAN,5 PERSONS,2.63
VEHARI DISTRICT,URBAN,6 PERSONS,2.72
VEHARI DISTRICT,URBAN,7 PERSONS,2.8
VEHARI DISTRICT,URBAN,8 PERSONS,2.96
VEHARI DISTRICT,URBAN,9 PERSONS,3.17
VEHARI DISTRICT,URBAN,10 PERSONS AND ABOVE,3.94
WASHUK DISTRICT,RURAL,1 PERSON,1.45
WASHUK DISTRICT,RURAL,2 PERSONS,1.55
WASHUK DISTRICT,RURAL,3 PERSONS,1.64
WASHUK DISTRICT,RURAL,4 PERSONS,1.87
WASHUK DISTRICT,RURAL,5 PERSONS,2.1
WASHUK DISTRICT,RURAL,6 PERSONS,2.27
WASHUK DISTRICT,RURAL,7 PERSONS,2.42
WASHUK DISTRICT,RURAL,8 PERSONS,2.49
WASHUK DISTRICT,RURAL,9 PERSONS,2.58
WASHUK DISTRICT,RURAL,10 PERSONS AND ABOVE,3.07
WASHUK DISTRICT,URBAN,1 PERSON,1.15
WASHUK DISTRICT,URBAN,2 PERSONS,1.27
WASHUK DISTRICT,URBAN,3 PERSONS,1.23
WASHUK DISTRICT,URBAN,4 PERSONS,1.39
WASHUK DISTRICT,URBAN,5 PERSONS,1.4
WASHUK DISTRICT,URBAN,6 PERSONS,1.57
WASHUK DISTRICT,URBAN,7 PERSONS,1.66
WASHUK DISTRICT,URBAN,8 PERSONS,1.82
WASHUK DISTRICT,URBAN,9 PERSONS,1.78
WASHUK DISTRICT,URBAN,10 PERSONS AND ABOVE,2.32
ZHOB DISTRICT,RURAL,1 PERSON,2.72
ZHOB DISTRICT,RURAL,2 PERSONS,2.34
ZHOB DISTRICT,RURAL,3 PERSONS,2.54
ZHOB DISTRICT,RURAL,4 PERSONS,2.62
ZHOB DISTRICT,RURAL,5 PERSONS,2.75
ZHOB DISTRICT,RURAL,6 PERSONS,2.93
ZHOB DISTRICT,RURAL,7 PERSONS,3.03
ZHOB DISTRICT,RURAL,8 PERSONS,3.21
ZHOB DISTRICT,RURAL,9 PERSONS,3.36
ZHOB DISTRICT,RURAL,10 PERSONS AND ABOVE,3.93
ZHOB DISTRICT,URBAN,1 PERSON,2.36
ZHOB DISTRICT,URBAN,2 PERSONS,2.87
ZHOB DISTRICT,URBAN,3 PERSONS,3.05
ZHOB DISTRICT,URBAN,4 PERSONS,2.95
ZHOB DISTRICT,URBAN,5 PERSONS,3.04
ZHOB DISTRICT,URBAN,6 PERSONS,3.07
ZHOB DISTRICT,URBAN,7 PERSONS,3.35
ZHOB DISTRICT,URBAN,8 PERSONS,3.34
ZHOB DISTRICT,URBAN,9 PERSONS,3.61
ZHOB DISTRICT,URBAN,10 PERSONS AND ABOVE,4.14
ZIARAT DISTRICT,RURAL,1 PERSON,1.53
ZIARAT DISTRICT,RURAL,2 PERSONS,1.73
ZIARAT DISTRICT,RURAL,3 PERSONS,1.94
ZIARAT DISTRICT,RURAL,4 PERSONS,2.1
ZIARAT DISTRICT,RURAL,5 PERSONS,2.22
ZIARAT DISTRICT,RURAL,6 PERSONS,2.36
ZIARAT DISTRICT,RURAL,7 PERSONS,2.48
ZIARAT DISTRICT,RURAL,8 PERSONS,2.76
ZIARAT DISTRICT,RURAL,9 PERSONS,2.99
ZIARAT DISTRICT,RURAL,10 PERSONS AND ABOVE,3.42
ZIARAT DISTRICT,URBAN,1 PERSON,1.23
ZIARAT DISTRICT,URBAN,2 PERSONS,1.19
ZIARAT DISTRICT,URBAN,3 PERSONS,1.72
ZIARAT DISTRICT,URBAN,4 PERSONS,1.78
ZIARAT DISTRICT,URBAN,5 PERSONS,1.89
ZIARAT DISTRICT,URBAN,6 PERSONS,1.81
ZIARAT DISTRICT,URBAN,7 PERSONS,1.96
ZIARAT DISTRICT,URBAN,8 PERSONS,2.66
ZIARAT DISTRICT,URBAN,9 PERSONS,2.37
ZIARAT DISTRICT,URBAN,10 PERSONS AND ABOVE,2.94
